,Title,lyric
10791,We've Got It Goin' On,"Everybody groove to the music
Everybody jam

We've been waiting so long
Just can't hold it back no more
Creepin' up and down, now
It's time for me to let it go
If you really wanna see what we can do for you
Send the crazy wildin' static sing it

Jam on 'cause Backstreets' got it
Come on now, everybody
We've got it goin' on for years
Jam on 'cause Backstreets' got it
Come on now, everybody
We've got it goin' on for years
We've got it goin' on for years

Well I'm creepin' up on your left straight up funky when I get with you
I get ruthless when I get wet keep the party packed in my corner
Tough like granite to keep the crowd hype get up on this just to get right
What you want is what you gonna get Backstreets' got the special effects
If you really wanna see what we can do for you
Send the crazy wildin' static sing it

Jam on 'cause Backstreets' got it
Come on now, everybody
We've got it goin' on for years
Jam on 'cause Backstreets' got it
Come on now, everybody
We've got it goin' on for years
We've got it goin' on for years

We've been waiting so long just can't hold it back no more
Creepin' up and down now it's time for me to let it go
Time for me to let it go

Everybody groove to the music
Everybody jam

Jam on 'cause Backstreets' got it
Come on now, everybody
We've got it goin' on for years
Jam on 'cause Backstreets' got it
Come on now, everybody
We've got it goin' on for years
We've got it goin' on for years
We've got it goin' on"
1090,We've Got It Goin' On,We've got it goin' on for years Jam on 'cause Backstreets' got it
11009,We've Got It Goin' On,4.0
2507,We've Got It Goin' On,We've got it goin' on for years Jam on 'cause Backstreets' got it
2398,We've Got It Goin' On,We've got it goin' on for years
1199,We've Got It Goin' On,"Jam on 'cause Backstreets' got it Come on now, everybody"
2071,We've Got It Goin' On,"Send the crazy wildin' static sing it
"
4033,We've Got It Goin' On,We've got it goin' on for years
10355,We've Got It Goin' On,Backstreet Boys
4142,We've Got It Goin' On,We've got it goin' on for years We've got it goin' on
2450,Weird World,"There's a way, just stand up and fight it Hey hey hey"
2559,Weird World,"Never give up and don't let it wear out, your love
"
2777,Weird World,"While he's looking at you, she's looking at me"
488,Weird World,"You see I've got to catch a plane, won't buy a ticket
'Cause it's hard to stop when you're spinning around
"
2886,Weird World,The only thing he does is just keep me away from you
2995,Weird World,"Sure, part of this place would cheer if I die"
2341,Weird World,"There's a way, just stand up and fight it"
3431,Weird World,"Take away your beautiful smile
 Hey hey hey sweet baby"
3213,Weird World,But don't let them take away your beautiful smile Take away your beautiful smile
52,Weird World," Weird world, weird world"
10189,Weird World,52
4412,Weird World,It's a weird world don't you know it? Hey hey hey
161,Weird World,"Weird world, weird world Hey hey hey
"
4303,Weird World,It's a weird world don't you know it?
10298,Weird World,52
4194,Weird World,"It's a weird world don't you know it?
(Hey hey hey)"
11279,Weird World,99.11
4085,Weird World,"It's a weird world don't you know it?
(Hey hey hey)"
3976,Weird World,"Never give up and don't let it wear out, your love

(Hey hey hey)"
270,Weird World,The sun is over the city but it's an orange day
3867,Weird World,There's a way for you to decide it Hey hey hey
3758,Weird World,There's a way for you to decide it
10407,Weird World,Never Gone
3649,Weird World,There's a way just stand up and fight it Hey hey hey sweet baby
3540,Weird World,There's a way just stand up and fight it
379,Weird World,There is reason for looking up but I'm feeling down
3322,Weird World,"Take away your beautiful smile Take away your beautiful smile
"
10516,Weird World,Studio albums
3104,Weird World,But don't let them take away your beautiful smile
597,Weird World,It's a weird world don't you know it?
924,Weird World,"It's a weird world no matter how you roll it
 Hey hey hey sweet baby"
2668,Weird World,I'm closing my eyes but I'm starting to see
1578,Weird World,Said thank you man for bringing another dawn
1360,Weird World,"Never give up and don't let it wear out, your love It's a weird world, yeah
"
815,Weird World,"It's a weird world no matter how you roll it
"
1687,Weird World,Back here it's her and me and we're having our first baby
1251,Weird World,"Never give up and don't let it wear out, your love"
1796,Weird World,"Back here it's her and me and we're having our first baby He's out there taking them on
"
1142,Weird World,"There's a way, just stand up and fight it Hey hey hey"
706,Weird World,It's a weird world and it won't slow down
11061,Weird World,12.1
1033,Weird World,"There's a way, just stand up and fight it"
10952,Weird World,19.3
1905,Weird World,It's a weird world and I know you know it
10843,Weird World,"Weird world, weird world
Hey hey hey

The sun is over the city but it's an orange day
There is reason for looking up but I'm feeling down
You see I've got to catch a plane, won't buy a ticket
'Cause it's hard to stop when you're spinning around

It's a weird world don't you know it?
It's a weird world and it won't slow down
It's a weird world no matter how you roll it

Hey hey hey sweet baby
There's a way, just stand up and fight it
Hey hey hey
Never give up and don't let it wear out, your love
It's a weird world, yeah

Sent a message to a GI in the desert
Said thank you man for bringing another dawn
Back here it's her and me and we're having our first baby
He's out there taking them on

It's a weird world and I know you know it
It's a weird world and it won't slow down
It's a weird world no matter how you roll it
Hey hey hey sweet baby
There's a way, just stand up and fight it
Hey hey hey
Never give up and don't let it wear out, your love

I'm closing my eyes but I'm starting to see
While he's looking at you, she's looking at me
The only thing he does is just keep me away from you
Sure, part of this place would cheer if I die
But don't let them take away your beautiful smile
Take away your beautiful smile
Take away your beautiful smile

Hey hey hey sweet baby
There's a way just stand up and fight it
Hey hey hey sweet baby
There's a way for you to decide it
Hey hey hey
Never give up and don't let it wear out, your love

(Hey hey hey)
It's a weird world don't you know it?
(Hey hey hey)
It's a weird world don't you know it?
(Hey hey hey)
It's a weird world don't you know it?
Hey hey hey"
2014,Weird World,It's a weird world and it won't slow down
11170,Weird World,68.7
1469,Weird World,Sent a message to a GI in the desert
2123,Weird World,It's a weird world no matter how you roll it
2232,Weird World,It's a weird world no matter how you roll it Hey hey hey sweet baby
6368,Yes I Will,Start a family with you Yes I will
4297,Yes I Will,Start a family with you Yes I will
10292,Yes I Will,46
1136,Yes I Will,Take your hand and walk with you
7349,Yes I Will,I promise you that Everthings gonna be all right
6804,Yes I Will,"Baby, I promise you Yes I will"
4188,Yes I Will,Give you everything you need and someday Start a family with you
1245,Yes I Will,Take your hand and walk with you Yes I will
4079,Yes I Will,Give you everything you need and someday
11273,Yes I Will,99.87
7240,Yes I Will,"Oh yeah, yes I will
 I promise you that"
3970,Yes I Will,Say these three words that promise to Yes I will
6913,Yes I Will,Give you everything you need and someday
809,Yes I Will,"I'm down on my knees, I'm askin' you"
264,Yes I Will,"I open my eyes, I see your face I cannot hide, I can't erase"
1354,Yes I Will,Yes I will Say these three words that promise to
7022,Yes I Will,Give you everything you need and someday Start a family with you
7131,Yes I Will,"Start a family with you Oh yeah, yes I will
"
3861,Yes I Will,Yes I will Say these three words that promise to
10401,Yes I Will,Black & Blue
3752,Yes I Will,Take your hand and walk with you Yes I will
1463,Yes I Will,Say these three words that promise to Yes I will
6695,Yes I Will,"Yes I will Baby, I promise you"
11055,Yes I Will,1.4
4406,Yes I Will,Take your hand and walk with you
7458,Yes I Will,Everthings gonna be all right It's gonna be all right
6477,Yes I Will,Take your hand and walk with you
6150,Yes I Will,Give you everything you need and someday
6041,Yes I Will,Say these three words that promise to Yes I will
5932,Yes I Will,Yes I will Say these three words that promise to
5823,Yes I Will,Take your hand and walk with you Yes I will
5714,Yes I Will,Take your hand and walk with you
5605,Yes I Will,"As God is my witness, I will carry this through
""Till death do us part, I promise to you""
 Yes I will"
5496,Yes I Will,"As God is my witness, I will carry this through
""Till death do us part, I promise to you""
"
7567,Yes I Will,"It's gonna be all right I, I, I, I..."
5387,Yes I Will,"Wherever you go, whatever you do Baby, I'll be there"
6259,Yes I Will,Give you everything you need and someday Start a family with you
5278,Yes I Will,"I stand beside you in everything you do Wherever you go, whatever you do"
5060,Yes I Will,"Start a family with you Oh yeah, yes I will
"
10183,Yes I Will,46
4951,Yes I Will,Give you everything you need and someday Start a family with you
46,Yes I Will," Yeah, yeah, yeah..."
4842,Yes I Will,Give you everything you need and someday
4733,Yes I Will,"Baby, I promise you Yes I will"
4624,Yes I Will,"Yes I will Baby, I promise you"
4515,Yes I Will,Take your hand and walk with you Yes I will
6586,Yes I Will,Take your hand and walk with you Yes I will
155,Yes I Will,"I open my eyes, I see your face"
5169,Yes I Will,I stand beside you in everything you do
1027,Yes I Will,"Say these three words I wanna hear from you
 Yes I will"
591,Yes I Will,"You complete me girl, that's why Something about you makes me feel"
3316,Yes I Will,For giving me the strength to love her More and more each day
1899,Yes I Will,Take your hand and walk with you
2662,Yes I Will,"Oh yeah, yes I will
 This is no ordinary love"
10510,Yes I Will,Studio albums
1790,Yes I Will,Start a family with you Yes I will
2008,Yes I Will,Take your hand and walk with you Yes I will
2771,Yes I Will,This is no ordinary love And I can never have enough
3207,Yes I Will,For giving me the strength to love her
10837,Yes I Will,"Yeah, yeah, yeah...
Oh...

I open my eyes, I see your face
I cannot hide, I can't erase
The way you make me feel inside
You complete me girl, that's why
Something about you makes me feel
Baby, my heart wants to reveal
I'm down on my knees, I'm askin' you
Say these three words I wanna hear from you

Yes I will
Take your hand and walk with you
Yes I will
Say these three words that promise to
Yes I will
Give you everything you need and someday
Start a family with you
Yes I will
Take your hand and walk with you
Yes I will
Baby, I promise you
Yes I will
Give you everything you need and someday
Start a family with you
Oh yeah, yes I will

This is no ordinary love
And I can never have enough
Of all the things you've given to me
You're my heart, my soul, my everything
Every night, I thank you Lord
For giving me the strength to love her
More and more each day
I promise her as long as I hear those three words

Yes I will
Take your hand and walk with you
Yes I will
Say these three words that promise to
Yes I will
Give you everything you need and someday
Start a family with you
Yes I will
Take your hand and walk with you
Yes I will
Baby, I promise you
Yes I will
Give you everything you need and someday
Start a family with you
Oh yeah, yes I will

I stand beside you in everything you do
Wherever you go, whatever you do
Baby, I'll be there
As God is my witness, I will carry this through
""Till death do us part, I promise to you""

Yes I will
Take your hand and walk with you
Yes I will
Say these three words that promise to
Yes I will
Give you everything you need and someday
Start a family with you
Yes I will
Take your hand and walk with you
Yes I will
Baby, I promise you
Yes I will
Give you everything you need and someday
Start a family with you
Oh yeah, yes I will

I promise you that
Everthings gonna be all right
It's gonna be all right
I, I, I, I...
I will..."
